game,2016,8,20161030,201610300den,sdg,"San Diego Chargers",19,den,"Denver Broncos",27
player,201610300den,sdg,FlukDJ00,defense,0,,,,,
player,201610300den,sdg,FlukDJ00,def_pct,0%,,,,,
player,201610300den,sdg,FlukDJ00,special_teams,3,,,,,
player,201610300den,sdg,FlukDJ00,st_pct,10%,,,,,
player,201610300den,sdg,SlauMa20,pos,C,,,,,
player,201610300den,sdg,SlauMa20,offense,81,,,,,
player,201610300den,sdg,SlauMa20,off_pct,100%,,,,,
player,201610300den,sdg,SlauMa20,defense,0,,,,,
player,201610300den,sdg,SlauMa20,def_pct,0%,,,,,
player,201610300den,sdg,SlauMa20,special_teams,3,,,,,
player,201610300den,sdg,SlauMa20,st_pct,10%,,,,,
player,201610300den,sdg,RivePh00,pos,QB,,,,,
player,201610300den,sdg,RivePh00,offense,81,,,,,
player,201610300den,sdg,RivePh00,off_pct,100%,,,,,
player,201610300den,sdg,RivePh00,defense,0,,,,,
player,201610300den,sdg,RivePh00,def_pct,0%,,,,,
player,201610300den,sdg,RivePh00,special_teams,0,,,,,
player,201610300den,sdg,RivePh00,st_pct,0%,,,,,
player,201610300den,sdg,InmaDo00,pos,WR,,,,,
player,201610300den,sdg,InmaDo00,offense,79,,,,,
player,201610300den,sdg,InmaDo00,off_pct,98%,,,,,
player,201610300den,sdg,InmaDo00,defense,0,,,,,
player,201610300den,sdg,InmaDo00,def_pct,0%,,,,,
player,201610300den,sdg,InmaDo00,special_teams,1,,,,,
player,201610300den,sdg,InmaDo00,st_pct,3%,,,,,
player,201610300den,sdg,BarkJo00,pos,T,,,,,
player,201610300den,sdg,BarkJo00,offense,74,,,,,
player,201610300den,sdg,BarkJo00,off_pct,91%,,,,,
player,201610300den,sdg,BarkJo00,defense,0,,,,,
player,201610300den,sdg,BarkJo00,def_pct,0%,,,,,
player,201610300den,sdg,BarkJo00,special_teams,1,,,,,
player,201610300den,sdg,BarkJo00,st_pct,3%,,,,,
player,201610300den,sdg,DunlKi20,pos,T,,,,,
player,201610300den,sdg,DunlKi20,offense,72,,,,,
player,201610300den,sdg,DunlKi20,off_pct,89%,,,,,
player,201610300den,sdg,DunlKi20,defense,0,,,,,
player,201610300den,sdg,DunlKi20,def_pct,0%,,,,,
player,201610300den,sdg,DunlKi20,special_teams,2,,,,,
player,201610300den,sdg,DunlKi20,st_pct,7%,,,,,
player,201610300den,sdg,GordMe00,pos,RB,,,,,
player,201610300den,sdg,GordMe00,offense,65,,,,,
player,201610300den,sdg,GordMe00,off_pct,80%,,,,,
player,201610300den,sdg,GordMe00,defense,0,,,,,
player,201610300den,sdg,GordMe00,def_pct,0%,,,,,
player,201610300den,sdg,GordMe00,special_teams,0,,,,,
player,201610300den,sdg,GordMe00,st_pct,0%,,,,,
player,201610300den,sdg,WillTy00,pos,WR,,,,,
player,201610300den,sdg,WillTy00,offense,59,,,,,
player,201610300den,sdg,WillTy00,off_pct,73%,,,,,
player,201610300den,sdg,WillTy00,defense,0,,,,,
player,201610300den,sdg,WillTy00,def_pct,0%,,,,,
player,201610300den,sdg,WillTy00,special_teams,0,,,,,
player,201610300den,sdg,WillTy00,st_pct,0%,,,,,
player,201610300den,sdg,GateAn00,pos,TE,,,,,
player,201610300den,sdg,GateAn00,offense,55,,,,,
player,201610300den,sdg,GateAn00,off_pct,68%,,,,,
player,201610300den,sdg,GateAn00,defense,0,,,,,
player,201610300den,sdg,GateAn00,def_pct,0%,,,,,
player,201610300den,sdg,GateAn00,special_teams,0,,,,,
player,201610300den,sdg,GateAn00,st_pct,0%,,,,,
player,201610300den,sdg,HenrHu00,pos,TE,,,,,
player,201610300den,sdg,HenrHu00,offense,45,,,,,
player,201610300den,sdg,HenrHu00,off_pct,56%,,,,,
player,201610300den,sdg,HenrHu00,defense,0,,,,,
player,201610300den,sdg,HenrHu00,def_pct,0%,,,,,
player,201610300den,sdg,HenrHu00,special_teams,3,,,,,
player,201610300den,sdg,HenrHu00,st_pct,10%,,,,,
player,201610300den,sdg,BenjTr00,pos,WR,,,,,
player,201610300den,sdg,BenjTr00,offense,38,,,,,
player,201610300den,sdg,BenjTr00,off_pct,47%,,,,,
player,201610300den,sdg,BenjTr00,defense,0,,,,,
player,201610300den,sdg,BenjTr00,def_pct,0%,,,,,
player,201610300den,sdg,BenjTr00,special_teams,0,,,,,
player,201610300den,sdg,BenjTr00,st_pct,0%,,,,,
player,201610300den,sdg,McGrSe00,pos,TE,,,,,
player,201610300den,sdg,McGrSe00,offense,32,,,,,
player,201610300den,sdg,McGrSe00,off_pct,40%,,,,,
player,201610300den,sdg,McGrSe00,defense,0,,,,,
player,201610300den,sdg,McGrSe00,def_pct,0%,,,,,
player,201610300den,sdg,McGrSe00,special_teams,17,,,,,
player,201610300den,sdg,McGrSe00,st_pct,59%,,,,,
player,201610300den,sdg,WattDe00,pos,FB,,,,,
player,201610300den,sdg,WattDe00,offense,17,,,,,
player,201610300den,sdg,WattDe00,off_pct,21%,,,,,
player,201610300den,sdg,WattDe00,defense,0,,,,,
player,201610300den,sdg,WattDe00,def_pct,0%,,,,,
player,201610300den,sdg,WattDe00,special_teams,20,,,,,
player,201610300den,sdg,WattDe00,st_pct,69%,,,,,
player,201610300den,sdg,HairCh00,pos,T,,,,,
player,201610300den,sdg,HairCh00,offense,16,,,,,
player,201610300den,sdg,HairCh00,off_pct,20%,,,,,
player,201610300den,sdg,HairCh00,defense,0,,,,,
player,201610300den,sdg,HairCh00,def_pct,0%,,,,,
player,201610300den,sdg,HairCh00,special_teams,3,,,,,
player,201610300den,sdg,HairCh00,st_pct,10%,,,,,
player,201610300den,sdg,FarrKe02,pos,RB,,,,,
player,201610300den,sdg,FarrKe02,offense,8,,,,,
player,201610300den,sdg,FarrKe02,off_pct,10%,,,,,
player,201610300den,sdg,FarrKe02,defense,0,,,,,
player,201610300den,sdg,FarrKe02,def_pct,0%,,,,,
player,201610300den,sdg,FarrKe02,special_teams,4,,,,,
player,201610300den,sdg,FarrKe02,st_pct,14%,,,,,
player,201610300den,sdg,WhalGr00,pos,WR,,,,,
player,201610300den,sdg,WhalGr00,offense,4,,,,,
player,201610300den,sdg,WhalGr00,off_pct,5%,,,,,
player,201610300den,sdg,WhalGr00,defense,0,,,,,
player,201610300den,sdg,WhalGr00,def_pct,0%,,,,,
player,201610300den,sdg,WhalGr00,special_teams,15,,,,,
player,201610300den,sdg,WhalGr00,st_pct,52%,,,,,
player,201610300den,sdg,McClDe00,pos,RB,,,,,
player,201610300den,sdg,McClDe00,offense,3,,,,,
player,201610300den,sdg,McClDe00,off_pct,4%,,,,,
player,201610300den,sdg,McClDe00,defense,0,,,,,
player,201610300den,sdg,McClDe00,def_pct,0%,,,,,
player,201610300den,sdg,McClDe00,special_teams,11,,,,,
player,201610300den,sdg,McClDe00,st_pct,38%,,,,,
player,201610300den,sdg,LoweDw99,pos,FS,,,,,
player,201610300den,sdg,LoweDw99,offense,0,,,,,
player,201610300den,sdg,LoweDw99,off_pct,0%,,,,,
player,201610300den,sdg,LoweDw99,defense,64,,,,,
player,201610300den,sdg,LoweDw99,def_pct,98%,,,,,
player,201610300den,sdg,LoweDw99,special_teams,1,,,,,
player,201610300den,sdg,LoweDw99,st_pct,3%,,,,,
player,201610300den,sdg,HaywCa00,pos,CB,,,,,
player,201610300den,sdg,HaywCa00,offense,0,,,,,
player,201610300den,sdg,HaywCa00,off_pct,0%,,,,,
player,201610300den,sdg,HaywCa00,defense,64,,,,,
player,201610300den,sdg,HaywCa00,def_pct,98%,,,,,
player,201610300den,sdg,HaywCa00,special_teams,1,,,,,
player,201610300den,sdg,HaywCa00,st_pct,3%,,,,,
player,201610300den,sdg,FlowBr99,pos,CB,,,,,
player,201610300den,sdg,FlowBr99,offense,0,,,,,
player,201610300den,sdg,FlowBr99,off_pct,0%,,,,,
player,201610300den,sdg,FlowBr99,defense,63,,,,,
player,201610300den,sdg,FlowBr99,def_pct,97%,,,,,
player,201610300den,sdg,FlowBr99,special_teams,0,,,,,
player,201610300den,sdg,FlowBr99,st_pct,0%,,,,,
player,201610300den,sdg,IngrMe00,pos,LB,,,,,
player,201610300den,sdg,IngrMe00,offense,0,,,,,
player,201610300den,sdg,IngrMe00,off_pct,0%,,,,,
player,201610300den,sdg,IngrMe00,defense,62,,,,,
player,201610300den,sdg,IngrMe00,def_pct,95%,,,,,
player,201610300den,sdg,IngrMe00,special_teams,4,,,,,
player,201610300den,sdg,IngrMe00,st_pct,14%,,,,,
player,201610300den,sdg,PhilAd00,pos,SS,,,,,
player,201610300den,sdg,PhilAd00,offense,0,,,,,
player,201610300den,sdg,PhilAd00,off_pct,0%,,,,,
player,201610300den,sdg,PhilAd00,defense,60,,,,,
player,201610300den,sdg,PhilAd00,def_pct,92%,,,,,
player,201610300den,sdg,PhilAd00,special_teams,9,,,,,
player,201610300den,sdg,PhilAd00,st_pct,31%,,,,,
player,201610300den,sdg,BosaJo00,pos,DE,,,,,
player,201610300den,sdg,BosaJo00,offense,0,,,,,
player,201610300den,sdg,BosaJo00,off_pct,0%,,,,,
player,201610300den,sdg,BosaJo00,defense,55,,,,,
player,201610300den,sdg,BosaJo00,def_pct,85%,,,,,
player,201610300den,sdg,BosaJo00,special_teams,5,,,,,
player,201610300den,sdg,BosaJo00,st_pct,17%,,,,,
player,201610300den,sdg,LiugCo00,pos,DT,,,,,
player,201610300den,sdg,LiugCo00,offense,0,,,,,
player,201610300den,sdg,LiugCo00,off_pct,0%,,,,,
player,201610300den,sdg,LiugCo00,defense,51,,,,,
player,201610300den,sdg,LiugCo00,def_pct,78%,,,,,
player,201610300den,sdg,LiugCo00,special_teams,5,,,,,
player,201610300den,sdg,LiugCo00,st_pct,17%,,,,,
player,201610300den,sdg,BrowJa05,pos,LB,,,,,
player,201610300den,sdg,BrowJa05,offense,0,,,,,
player,201610300den,sdg,BrowJa05,off_pct,0%,,,,,
player,201610300den,sdg,BrowJa05,defense,50,,,,,
player,201610300den,sdg,BrowJa05,def_pct,77%,,,,,
player,201610300den,sdg,BrowJa05,special_teams,5,,,,,
player,201610300den,sdg,BrowJa05,st_pct,17%,,,,,
player,201610300den,sdg,MebaBr99,pos,NT,,,,,
player,201610300den,sdg,MebaBr99,offense,0,,,,,
player,201610300den,sdg,MebaBr99,off_pct,0%,,,,,
player,201610300den,sdg,MebaBr99,defense,39,,,,,
player,201610300den,sdg,MebaBr99,def_pct,60%,,,,,
player,201610300den,sdg,MebaBr99,special_teams,0,,,,,
player,201610300den,sdg,MebaBr99,st_pct,0%,,,,,
player,201610300den,sdg,EmanKy00,pos,LB,,,,,
player,201610300den,sdg,EmanKy00,offense,0,,,,,
player,201610300den,sdg,EmanKy00,off_pct,0%,,,,,
player,201610300den,sdg,EmanKy00,defense,36,,,,,
player,201610300den,sdg,EmanKy00,def_pct,55%,,,,,
player,201610300den,sdg,EmanKy00,special_teams,22,,,,,
player,201610300den,sdg,EmanKy00,st_pct,76%,,,,,
player,201610300den,sdg,PerrJo01,pos,LB,,,,,
player,201610300den,sdg,PerrJo01,offense,0,,,,,
player,201610300den,sdg,PerrJo01,off_pct,0%,,,,,
player,201610300den,sdg,PerrJo01,defense,35,,,,,
player,201610300den,sdg,PerrJo01,def_pct,54%,,,,,
player,201610300den,sdg,PerrJo01,special_teams,21,,,,,
player,201610300den,sdg,PerrJo01,st_pct,72%,,,,,
player,201610300den,sdg,ToomKo00,pos,LB,,,,,
player,201610300den,sdg,ToomKo00,offense,0,,,,,
player,201610300den,sdg,ToomKo00,off_pct,0%,,,,,
player,201610300den,sdg,ToomKo00,defense,32,,,,,
player,201610300den,sdg,ToomKo00,def_pct,49%,,,,,
player,201610300den,sdg,ToomKo00,special_teams,20,,,,,
player,201610300den,sdg,ToomKo00,st_pct,69%,,,,,
player,201610300den,sdg,PaleTe00,pos,DT,,,,,
player,201610300den,sdg,PaleTe00,offense,0,,,,,
player,201610300den,sdg,PaleTe00,off_pct,0%,,,,,
player,201610300den,sdg,PaleTe00,defense,30,,,,,
player,201610300den,sdg,PaleTe00,def_pct,46%,,,,,
player,201610300den,sdg,PaleTe00,special_teams,7,,,,,
player,201610300den,sdg,PaleTe00,st_pct,24%,,,,,
player,201610300den,sdg,WillSt02,pos,CB,,,,,
player,201610300den,sdg,WillSt02,offense,0,,,,,
player,201610300den,sdg,WillSt02,off_pct,0%,,,,,
player,201610300den,sdg,WillSt02,defense,22,,,,,
player,201610300den,sdg,WillSt02,def_pct,34%,,,,,
player,201610300den,sdg,WillSt02,special_teams,13,,,,,
player,201610300den,sdg,WillSt02,st_pct,45%,,,,,
player,201610300den,sdg,SquaDa00,pos,NT,,,,,
player,201610300den,sdg,SquaDa00,offense,0,,,,,
player,201610300den,sdg,SquaDa00,off_pct,0%,,,,,
player,201610300den,sdg,SquaDa00,defense,13,,,,,
player,201610300den,sdg,SquaDa00,def_pct,20%,,,,,
player,201610300den,sdg,SquaDa00,special_teams,5,,,,,
player,201610300den,sdg,SquaDa00,st_pct,17%,,,,,
player,201610300den,sdg,WillTo00,pos,LB,,,,,
player,201610300den,sdg,WillTo00,offense,0,,,,,
player,201610300den,sdg,WillTo00,off_pct,0%,,,,,
player,201610300den,sdg,WillTo00,defense,10,,,,,
player,201610300den,sdg,WillTo00,def_pct,15%,,,,,
player,201610300den,sdg,WillTo00,special_teams,16,,,,,
player,201610300den,sdg,WillTo00,st_pct,55%,,,,,
player,201610300den,sdg,PhilDa01,pos,DE,,,,,
player,201610300den,sdg,PhilDa01,offense,0,,,,,
player,201610300den,sdg,PhilDa01,off_pct,0%,,,,,
player,201610300den,sdg,PhilDa01,defense,10,,,,,
player,201610300den,sdg,PhilDa01,def_pct,15%,,,,,
player,201610300den,sdg,PhilDa01,special_teams,0,,,,,
player,201610300den,sdg,PhilDa01,st_pct,0%,,,,,
player,201610300den,sdg,McCoDe00,pos,FS,,,,,
player,201610300den,sdg,McCoDe00,offense,0,,,,,
player,201610300den,sdg,McCoDe00,off_pct,0%,,,,,
player,201610300den,sdg,McCoDe00,defense,8,,,,,
player,201610300den,sdg,McCoDe00,def_pct,12%,,,,,
player,201610300den,sdg,McCoDe00,special_teams,6,,,,,
player,201610300den,sdg,McCoDe00,st_pct,21%,,,,,
player,201610300den,sdg,PerrDe00,pos,LB,,,,,
player,201610300den,sdg,PerrDe00,offense,0,,,,,
player,201610300den,sdg,PerrDe00,off_pct,0%,,,,,
player,201610300den,sdg,PerrDe00,defense,8,,,,,
player,201610300den,sdg,PerrDe00,def_pct,12%,,,,,
player,201610300den,sdg,PerrDe00,special_teams,0,,,,,
player,201610300den,sdg,PerrDe00,st_pct,0%,,,,,
player,201610300den,sdg,StucDa20,pos,FS,,,,,
player,201610300den,sdg,StucDa20,offense,0,,,,,
player,201610300den,sdg,StucDa20,off_pct,0%,,,,,
player,201610300den,sdg,StucDa20,defense,2,,,,,
player,201610300den,sdg,StucDa20,def_pct,3%,,,,,
player,201610300den,sdg,StucDa20,special_teams,26,,,,,
player,201610300den,sdg,StucDa20,st_pct,90%,,,,,
player,201610300den,sdg,LandCh00,pos,LB,,,,,
player,201610300den,sdg,LandCh00,offense,0,,,,,
player,201610300den,sdg,LandCh00,off_pct,0%,,,,,
player,201610300den,sdg,LandCh00,defense,1,,,,,
player,201610300den,sdg,LandCh00,def_pct,2%,,,,,
player,201610300den,sdg,LandCh00,special_teams,13,,,,,
player,201610300den,sdg,LandCh00,st_pct,45%,,,,,
player,201610300den,sdg,WillTr05,pos,CB,,,,,
player,201610300den,sdg,WillTr05,offense,0,,,,,
player,201610300den,sdg,WillTr05,off_pct,0%,,,,,
player,201610300den,sdg,WillTr05,defense,0,,,,,
player,201610300den,sdg,WillTr05,def_pct,0%,,,,,
player,201610300den,sdg,WillTr05,special_teams,26,,,,,
player,201610300den,sdg,WillTr05,st_pct,90%,,,,,
player,201610300den,sdg,WindMi00,pos,LS,,,,,
player,201610300den,sdg,WindMi00,offense,0,,,,,
player,201610300den,sdg,WindMi00,off_pct,0%,,,,,
player,201610300den,sdg,WindMi00,defense,0,,,,,
player,201610300den,sdg,WindMi00,def_pct,0%,,,,,
player,201610300den,sdg,WindMi00,special_teams,9,,,,,
player,201610300den,sdg,WindMi00,st_pct,31%,,,,,
player,201610300den,sdg,LambJo00,pos,K,,,,,
player,201610300den,sdg,LambJo00,offense,0,,,,,
player,201610300den,sdg,LambJo00,off_pct,0%,,,,,
player,201610300den,sdg,LambJo00,defense,0,,,,,
player,201610300den,sdg,LambJo00,def_pct,0%,,,,,
player,201610300den,sdg,LambJo00,special_teams,7,,,,,
player,201610300den,sdg,LambJo00,st_pct,24%,,,,,
player,201610300den,sdg,KaseDr00,pos,P,,,,,
player,201610300den,sdg,KaseDr00,offense,0,,,,,
player,201610300den,sdg,KaseDr00,off_pct,0%,,,,,
player,201610300den,sdg,KaseDr00,defense,0,,,,,
player,201610300den,sdg,KaseDr00,def_pct,0%,,,,,
player,201610300den,sdg,KaseDr00,special_teams,6,,,,,
player,201610300den,sdg,KaseDr00,st_pct,21%,,,,,
player,201610300den,sdg,PullSp00,pos,C,,,,,
player,201610300den,sdg,PullSp00,offense,0,,,,,
player,201610300den,sdg,PullSp00,off_pct,0%,,,,,
player,201610300den,sdg,PullSp00,defense,0,,,,,
player,201610300den,sdg,PullSp00,def_pct,0%,,,,,
player,201610300den,sdg,PullSp00,special_teams,3,,,,,
player,201610300den,sdg,PullSp00,st_pct,10%,,,,,
player,201610300den,sdg,ClemKe00,pos,QB,,,,,
player,201610300den,sdg,ClemKe00,offense,0,,,,,
player,201610300den,sdg,ClemKe00,off_pct,0%,,,,,
player,201610300den,sdg,ClemKe00,defense,0,,,,,
player,201610300den,sdg,ClemKe00,def_pct,0%,,,,,
player,201610300den,sdg,ClemKe00,special_teams,3,,,,,
player,201610300den,sdg,ClemKe00,st_pct,10%,,,,,
